partner_id,hotel,arrival_date_year,arrival_date_month,country,market_segment,distribution_channel,reserved_room_type,customer_type,lead_time,lead_time_band,adr,partner_segment,region_proxy,quality_score_proxy,eligible_for_test,treatment_group,baseline_commission_rate,test_incentive_rate,booking_units_before,booking_units_after,gross_booking_value_before,gross_booking_value_after,platform_margin_before,platform_margin_after,booking_delta,revenue_delta,margin_delta,cancellation_rate_proxy,cannibalization_pressure
R_PRT_Direct_14,Resort Hotel,2015,October,PRT,Direct,Direct,D,Transient,0,0-7d,72.0,Core,South Europe,88.27256539576432,1,0,0.165,0.0,1.0,0.9829273333506651,216.0,212.31230400374366,35.64,35.031530160617706,-0.017072666649334933,-3.6876959962563376,-0.6084698393822947,0.0,0.01
C_PRT_Groups_15,City Hotel,2017,May,PRT,Groups,TA/TO,A,Transient,266,90d+,100.0,Growth,South Europe,53.98495275981733,0,0,0.155,0.0,1.0,1.067558605120234,300.0,320.26758153607017,46.5,49.641475138090875,0.06755860512023393,20.267581536070168,3.1414751380908754,1.0,0.01
C_GBR_Direct_16,City Hotel,2016,March,GBR,Direct,Direct,D,Transient,33,31-90d,90.0,Core,West/North Europe,87.5812554885775,1,0,0.165,0.0,1.0,0.9177862829604537,180.0,165.20153093288167,29.700000000000003,27.258252603925477,-0.08221371703954627,-14.798469067118333,-2.4417473960745255,0.0,0.025
R_PRT_Direct_17,Resort Hotel,2016,May,PRT,Direct,Direct,A,Transient,2,0-7d,63.0,Long Tail,South Europe,78.28782179419701,0,0,0.15,0.0,1.0,0.9852707749389809,63.0,62.07205882115579,9.45,9.31080882317337,-0.014729225061019147,-0.9279411788442076,-0.13919117682663007,0.0,0.01
R_ARG_Online TA_18,Resort Hotel,2015,October,ARG,Online TA,TA/TO,E,Transient,113,90d+,76.0,Core,Other,91.1491521091509,1,0,0.165,0.0,1.0,1.044388753447936,152.0,158.74709052408625,25.080000000000002,26.19326993647423,0.044388753447935914,6.747090524086246,1.1132699364742287,0.0,0.01
C_ITA_Online TA_19,City Hotel,2016,October,ITA,Online TA,TA/TO,A,Transient,186,90d+,125.1,Core,South Europe,59.65051862309623,0,0,0.165,0.0,1.0,0.9623915695792541,875.6999999999999,842.7662974805528,144.4905,139.0564390842912,-0.03760843042074591,-32.93370251944714,-5.434060915708784,1.0,0.01
C_PRT_Offline TA/TO_20,City Hotel,2015,September,PRT,Offline TA/TO,TA/TO,A,Transient-Party,135,90d+,90.0,Core,South Europe,83.70596345518318,1,1,0.165,0.025,1.0,1.0896427380137639,270.0,294.20353926371627,44.550000000000004,41.18849549692028,0.08964273801376388,24.203539263716266,-3.361504503079722,0.0,0.01
R_PRT_Online TA_21,Resort Hotel,2015,October,PRT,Online TA,TA/TO,A,Transient,11,8-30d,58.0,Core,South Europe,55.23349318917241,0,0,0.165,0.0,1.0,1.018225148501903,116.0,118.11411722622074,19.14,19.488829342326422,0.018225148501902932,2.114117226220742,0.3488293423264217,1.0,0.01
R_PRT_Offline TA/TO_22,Resort Hotel,2015,August,PRT,Offline TA/TO,TA/TO,C,Transient,62,31-90d,160.48,Core,South Europe,93.55778937071821,1,1,0.165,0.025,1.0,1.0475770429763736,802.4,840.5758192842421,132.39600000000002,117.6806146997939,0.04757704297637355,38.17581928424215,-14.715385300206108,0.0,0.01
C_DEU_Offline TA/TO_23,City Hotel,2016,March,DEU,Offline TA/TO,TA/TO,A,Transient,40,31-90d,62.8,Core,West/North Europe,83.91829362551839,1,0,0.165,0.0,1.0,0.9567959839551173,125.6,120.17357558476273,20.724,19.828639971485853,-0.043204016044882665,-5.426424415237264,-0.8953600285141476,0.0,0.025
R_ESP_Direct_24,Resort Hotel,2017,March,ESP,Direct,Direct,A,Transient,2,0-7d,97.0,Core,South Europe,82.00170524485824,1,1,0.165,0.025,1.0,1.0592625794731305,194.0,205.49694041778733,32.01,28.76957165849023,0.05926257947313052,11.496940417787329,-3.2404283415097694,0.0,0.01
C_GBR_Online TA_25,City Hotel,2016,September,GBR,Online TA,TA/TO,A,Transient,0,0-7d,160.0,Core,West/North Europe,82.5350651465824,1,1,0.165,0.025,1.0,1.1509527569152533,160.0,184.15244110644053,26.400000000000002,25.78134175490168,0.15095275691525334,24.152441106440534,-0.6186582450983238,0.0,0.01
R_PRT_Groups_26,Resort Hotel,2016,October,PRT,Groups,Corporate,E,Transient-Party,3,0-7d,8.0,Growth,South Europe,63.72616429887344,0,0,0.155,0.0,1.0,1.010517184311916,48.0,48.50482484697197,7.4399999999999995,7.518247851280655,0.010517184311916061,0.5048248469719709,0.07824785128065592,1.0,0.01
C_PRT_Offline TA/TO_27,City Hotel,2016,August,PRT,Offline TA/TO,TA/TO,A,Transient-Party,200,90d+,72.25,Core,South Europe,62.558108450548545,0,0,0.165,0.0,1.0,1.0333579305515639,216.75,223.98033144705147,35.76375,36.956754688763496,0.033357930551563886,7.230331447051469,1.1930046887634944,1.0,0.01
C_DEU_Online TA_28,City Hotel,2017,August,DEU,Online TA,TA/TO,A,Transient,237,90d+,130.5,Core,West/North Europe,62.88912828117192,0,0,0.165,0.0,1.0,1.0422113415912049,522.0,544.0343203106089,86.13000000000001,89.76566285125047,0.042211341591204876,22.034320310608905,3.6356628512504585,1.0,0.01
R_PRT_Corporate_29,Resort Hotel,2015,October,PRT,Corporate,Corporate,A,Transient,7,0-7d,48.0,Growth,South Europe,63.015747021055176,0,0,0.155,0.0,1.0,0.9313351196222759,48.0,44.70408574186924,7.4399999999999995,6.929133289989733,-0.06866488037772411,-3.2959142581307574,-0.5108667100102666,1.0,0.01
C_LUX_Offline TA/TO_30,City Hotel,2016,November,LUX,Offline TA/TO,TA/TO,A,Transient,154,90d+,68.0,Core,Other,99.0,1,0,0.165,0.0,1.0,0.992045469459123,68.0,67.45909192322036,11.22,11.130750167331358,-0.007954530540877025,-0.5409080767796439,-0.08924983266864217,0.0,0.01
C_BRA_Online TA_31,City Hotel,2017,May,BRA,Online TA,TA/TO,D,Transient,14,8-30d,190.0,Core,Americas,57.15509488530769,0,0,0.165,0.0,1.0,0.9902186092578193,570.0,564.424607276957,94.05000000000001,93.13006020069791,-0.009781390742180651,-5.575392723043024,-0.9199397993020995,1.0,0.01
C_PRT_Online TA_32,City Hotel,2015,October,PRT,Online TA,TA/TO,B,Contract,33,31-90d,107.58,Core,South Europe,56.41430089649924,0,0,0.165,0.0,1.0,0.8725054206651116,645.48,563.1847989309163,106.50420000000001,92.92549182360119,-0.1274945793348884,-82.29520106908376,-13.57870817639882,1.0,0.01
C_FRA_Groups_33,City Hotel,2017,June,FRA,Groups,TA/TO,A,Transient-Party,212,90d+,127.33,Growth,South Europe,79.30359090226486,1,1,0.155,0.025,1.0,1.127338343523599,381.99,430.6319738425796,59.20845,55.98215659953535,0.12733834352359907,48.6419738425796,-3.226293400464648,0.0,0.01
C_PRT_Online TA_34,City Hotel,2017,June,PRT,Online TA,TA/TO,A,Transient,3,0-7d,95.0,Core,South Europe,64.31185595802847,0,0,0.165,0.0,1.0,0.9440905818496298,190.0,179.37721055142967,31.35,29.5972397409859,-0.055909418150370205,-10.62278944857033,-1.752760259014103,1.0,0.01
C_PRT_Offline TA/TO_35,City Hotel,2016,May,PRT,Offline TA/TO,TA/TO,A,Transient-Party,212,90d+,78.0,Core,South Europe,67.90280604904623,0,0,0.165,0.0,1.0,1.0407779873477487,390.0,405.903415065622,64.35000000000001,66.97406348582764,0.040777987347748734,15.903415065622028,2.6240634858276337,1.0,0.01
C_ESP_Online TA_36,City Hotel,2017,July,ESP,Online TA,TA/TO,A,Transient,217,90d+,111.0,Core,South Europe,59.20236779641588,0,0,0.165,0.0,1.0,0.9545183531993742,666.0,635.7092232307832,109.89,104.89202183307924,-0.04548164680062583,-30.29077676921679,-4.99797816692076,1.0,0.01
C_BEL_Online TA_37,City Hotel,2017,August,BEL,Online TA,TA/TO,D,Transient,151,90d+,139.5,Core,West/North Europe,54.118904661262306,0,0,0.165,0.0,1.0,1.1225267883395968,558.0,626.369947893495,92.07000000000001,103.35104140242669,0.12252678833959685,68.36994789349501,11.28104140242668,1.0,0.01
R_PRT_Direct_38,Resort Hotel,2016,February,PRT,Direct,Direct,E,Transient-Party,2,0-7d,58.0,Long Tail,South Europe,79.22863149016132,0,0,0.15,0.0,1.0,0.98328659042997,58.0,57.030622244938264,8.7,8.554593336740739,-0.01671340957002998,-0.9693777550617355,-0.14540666325926033,0.0,0.01
R_CN_Groups_39,Resort Hotel,2015,September,CN,Groups,TA/TO,A,Transient-Party,254,90d+,36.0,Growth,Other,89.5541495147729,1,1,0.155,0.025,1.0,1.1952696648973737,144.0,172.11883174522183,22.32,22.375448126878837,0.19526966489737374,28.118831745221826,0.05544812687883649,0.0,0.01
R_CN_Online TA_40,Resort Hotel,2016,July,CN,Online TA,TA/TO,A,Transient,27,8-30d,151.76,Core,Other,90.2027791984241,1,0,0.165,0.0,1.0,0.9896373880987032,607.04,600.7494800714368,100.16159999999999,99.12366421178707,-0.010362611901296837,-6.290519928563185,-1.0379357882129199,0.0,0.01
R_CN_Offline TA/TO_41,Resort Hotel,2016,October,CN,Offline TA/TO,TA/TO,A,Transient,58,31-90d,46.0,Core,Other,88.80207987813637,1,0,0.165,0.0,1.0,0.9967918083493681,184.0,183.40969273628372,30.360000000000003,30.262599301486816,-0.0032081916506319086,-0.5903072637162836,-0.09740069851318722,0.0,0.01
C_BEL_Online TA_42,City Hotel,2017,February,BEL,Online TA,TA/TO,A,Transient,37,31-90d,88.0,Core,West/North Europe,80.34143204897914,1,0,0.165,0.0,1.0,1.0939954354905588,88.0,96.27159832316917,14.520000000000001,15.884813723322914,0.09399543549055878,8.271598323169172,1.3648137233229125,0.0,0.025
R_FRA_Online TA_43,Resort Hotel,2016,April,FRA,Online TA,TA/TO,A,Transient,109,90d+,52.2,Core,South Europe,86.62512926146704,1,0,0.165,0.0,1.0,0.9449459460797242,208.8,197.3047135414464,34.452000000000005,32.55527773433866,-0.05505405392027585,-11.495286458553608,-1.8967222656613458,0.0,0.01
R_PRT_Offline TA/TO_44,Resort Hotel,2016,February,PRT,Offline TA/TO,TA/TO,A,Transient,53,31-90d,30.0,Core,South Europe,85.81680066398509,1,1,0.165,0.025,1.0,1.0379974341650566,90.0,93.4197690748551,14.850000000000001,13.078767670479715,0.03799743416505663,3.419769074855097,-1.771232329520286,0.0,0.01
C_FRA_Online TA_45,City Hotel,2017,July,FRA,Online TA,TA/TO,D,Transient,140,90d+,141.71,Core,South Europe,86.5308201771031,1,1,0.165,0.025,1.0,1.0673722058882058,991.97,1058.8012070749235,163.67505,148.2321689904893,0.0673722058882058,66.83120707492344,-15.4428810095107,0.0,0.01
R_PRT_Offline TA/TO_46,Resort Hotel,2017,May,PRT,Offline TA/TO,TA/TO,A,Transient,258,90d+,68.95,Core,South Europe,66.10000144563733,0,0,0.165,0.0,1.0,1.0242273386185732,413.70000000000005,423.7228499865038,68.26050000000001,69.91427024777313,0.02422733861857318,10.02284998650373,1.6537702477731244,1.0,0.01
R_HRV_Online TA_47,Resort Hotel,2017,June,HRV,Online TA,TA/TO,C,Transient,127,90d+,154.8,Core,Other,86.56516884142277,1,1,0.165,0.025,1.0,1.037581369802656,774.0,803.0879802272557,127.71000000000001,112.4323172318158,0.03758136980265592,29.087980227255684,-15.277682768184206,0.0,0.01
C_CHN_Online TA_48,City Hotel,2017,February,CHN,Online TA,TA/TO,A,Transient,72,31-90d,67.32,Core,Other,64.75239494150327,0,0,0.165,0.0,1.0,0.9943404694620616,336.59999999999997,334.6950020209299,55.538999999999994,55.22467533345344,-0.00565953053793844,-1.9049979790700604,-0.314324666546554,1.0,0.01
R_USA_Online TA_49,Resort Hotel,2017,May,USA,Online TA,TA/TO,D,Transient,25,8-30d,76.0,Core,Americas,85.47305348642224,1,1,0.165,0.025,1.0,1.0857865484055034,76.0,82.51977767881826,12.540000000000001,11.552768875034557,0.08578654840550337,6.519777678818258,-0.9872311249654437,0.0,0.01
C_GBR_Offline TA/TO_50,City Hotel,2016,June,GBR,Offline TA/TO,TA/TO,A,Transient,37,31-90d,111.6,Core,West/North Europe,87.02383579082989,1,1,0.165,0.025,1.0,1.0306071984633733,111.6,115.01576334851246,18.414,16.102206868791747,0.030607198463373342,3.4157633485124705,-2.3117931312082547,0.0,0.025
C_PRT_Groups_51,City Hotel,2016,March,PRT,Groups,TA/TO,A,Transient,115,90d+,70.0,Growth,South Europe,61.919017580869784,0,0,0.155,0.0,1.0,1.0579827124345416,140.0,148.11757974083582,21.7,22.958224859829553,0.05798271243454156,8.117579740835822,1.2582248598295536,1.0,0.01
R_PRT_Online TA_52,Resort Hotel,2016,July,PRT,Online TA,TA/TO,G,Transient,209,90d+,182.0,Core,South Europe,49.799909261010335,0,0,0.165,0.0,1.0,1.023513682735737,1638.0,1676.515412321137,270.27000000000004,276.6250430329876,0.02351368273573695,38.51541232113709,6.355043032987567,1.0,0.01
C_PRT_Groups_53,City Hotel,2017,March,PRT,Groups,TA/TO,A,Transient-Party,18,8-30d,95.0,Growth,South Europe,57.76230148549889,0,0,0.155,0.0,1.0,1.0390123037168058,190.0,197.41233770619309,29.45,30.59891234445993,0.03901230371680575,7.412337706193085,1.14891234445993,1.0,0.01
C_ITA_Online TA_54,City Hotel,2016,November,ITA,Online TA,TA/TO,A,Transient,110,90d+,78.1,Core,South Europe,81.70739141995043,1,0,0.165,0.0,1.0,1.0680137856128198,312.4,333.64750662544486,51.546,55.051838593198404,0.06801378561281979,21.247506625444885,3.505838593198405,0.0,0.01
C_DEU_Online TA_55,City Hotel,2016,August,DEU,Online TA,TA/TO,D,Transient,123,90d+,155.7,Core,West/North Europe,80.52785506229661,1,1,0.165,0.025,1.0,1.0163950880686394,622.8,633.0108608491486,102.762,88.62152051888081,0.01639508806863943,10.210860849148617,-14.140479481119186,0.0,0.01
R_GBR_Offline TA/TO_56,Resort Hotel,2017,April,GBR,Offline TA/TO,TA/TO,A,Contract,7,0-7d,65.0,Core,West/North Europe,83.07400424141322,1,1,0.165,0.025,1.0,1.1013869618818892,325.0,357.950762611614,53.625,50.113106765625965,0.10138696188188923,32.95076261161398,-3.5118932343740354,0.0,0.01
C_PRT_Online TA_57,City Hotel,2017,April,PRT,Online TA,TA/TO,F,Transient,129,90d+,168.0,Core,South Europe,70.46458917864078,0,0,0.165,0.0,1.0,0.9905911158507239,840.0,832.0965373146081,138.6,137.29592865691035,-0.009408884149276098,-7.903462685391901,-1.304071343089646,1.0,0.01
C_ITA_Online TA_58,City Hotel,2017,April,ITA,Online TA,TA/TO,D,Transient,99,90d+,172.8,Core,South Europe,53.9391821901473,0,0,0.165,0.0,1.0,0.9159603518556731,518.4000000000001,474.833846401981,85.53600000000002,78.34758465632687,-0.08403964814432685,-43.56615359801907,-7.188415343673142,1.0,0.01
C_BEL_Direct_59,City Hotel,2016,May,BEL,Direct,Direct,D,Transient-Party,154,90d+,103.5,Core,West/North Europe,91.77794848214036,1,0,0.165,0.0,1.0,0.9802481527217288,310.5,304.3670514200968,51.2325,50.220563484315974,-0.019751847278271173,-6.1329485799032,-1.0119365156840274,0.0,0.01
C_PRT_Groups_60,City Hotel,2015,July,PRT,Groups,TA/TO,A,Transient-Party,267,90d+,62.8,Growth,South Europe,45.719911598689364,0,0,0.155,0.0,1.0,0.956637857419223,188.39999999999998,180.2305723377816,29.201999999999995,27.935738712356148,-0.043362142580776974,-8.169427662218368,-1.2662612876438466,1.0,0.01
R_PRT_Direct_61,Resort Hotel,2015,October,PRT,Direct,Direct,D,Transient,44,31-90d,118.5,Core,South Europe,82.65580479009958,1,0,0.165,0.0,1.0,1.0225200781064796,355.5,363.5058877668535,58.657500000000006,59.97847148153083,0.022520078106479602,8.005887766853505,1.320971481530826,0.0,0.01
C_SRB_Offline TA/TO_62,City Hotel,2016,June,SRB,Offline TA/TO,TA/TO,A,Transient-Party,192,90d+,95.0,Core,Other,86.13927145573504,1,1,0.165,0.025,1.0,1.0178533144462623,190.0,193.39212974478983,31.35,27.07489816427058,0.01785331444626226,3.392129744789827,-4.275101835729423,0.0,0.01
R_GBR_Offline TA/TO_63,Resort Hotel,2016,July,GBR,Offline TA/TO,TA/TO,E,Contract,315,90d+,113.05,Core,West/North Europe,89.10355631951495,1,1,0.165,0.025,1.0,1.0426723242909273,1582.7,1650.2374876552506,261.1455,231.0332482717351,0.042672324290927266,67.53748765525052,-30.112251728264937,0.0,0.01
R_PRT_Corporate_64,Resort Hotel,2017,April,PRT,Corporate,Corporate,A,Transient-Party,1,0-7d,97.0,Growth,South Europe,89.97858605854998,1,1,0.155,0.025,1.0,1.1408531057815707,97.0,110.66275126081236,15.035,14.386157663905607,0.14085310578157073,13.662751260812357,-0.6488423360943933,0.0,0.01
R_PRT_Online TA_65,Resort Hotel,2015,July,PRT,Online TA,TA/TO,E,Transient,72,31-90d,145.0,Core,South Europe,65.55343064639948,0,0,0.165,0.0,1.0,1.0891464377911884,870.0,947.5574008783339,143.55,156.3469711449251,0.08914643779118836,77.55740087833385,12.796971144925095,1.0,0.01
C_IRL_Online TA_66,City Hotel,2016,July,IRL,Online TA,TA/TO,D,Transient,51,31-90d,142.2,Core,West/North Europe,57.558924494260935,0,0,0.165,0.0,1.0,1.017562081533148,284.4,289.3946559880273,46.926,47.750118238024506,0.01756208153314809,4.9946559880273185,0.8241182380245036,1.0,0.025
C_PRT_Offline TA/TO_67,City Hotel,2016,July,PRT,Offline TA/TO,TA/TO,A,Transient,132,90d+,72.25,Core,South Europe,81.76353745134803,1,0,0.165,0.0,1.0,1.0651389941558382,216.75,230.86887698327794,35.76375,38.09336470224086,0.06513899415583824,14.118876983277943,2.3296147022408604,0.0,0.01
C_DEU_Online TA_68,City Hotel,2016,September,DEU,Online TA,TA/TO,A,Transient,163,90d+,126.9,Core,West/North Europe,66.00583116880007,0,0,0.165,0.0,1.0,0.9893713303230738,380.70000000000005,376.6536654539942,62.81550000000001,62.14785479990905,-0.010628669676926217,-4.0463345460058235,-0.6676452000909592,1.0,0.01
C_FRA_Offline TA/TO_69,City Hotel,2017,February,FRA,Offline TA/TO,TA/TO,A,Transient,24,8-30d,75.0,Core,South Europe,83.66086972582869,1,1,0.165,0.025,1.0,0.9412104620767997,225.0,211.77235396727994,37.125,29.648129555419196,-0.0587895379232003,-13.22764603272006,-7.476870444580804,0.0,0.01
C_FRA_Online TA_70,City Hotel,2016,May,FRA,Online TA,TA/TO,A,Transient,68,31-90d,116.1,Core,South Europe,51.070195736634545,0,0,0.165,0.0,1.0,0.9292406520837122,348.29999999999995,323.6545191207569,57.4695,53.402995654924894,-0.0707593479162878,-24.645480879243053,-4.066504345075103,1.0,0.01
R_ESP_Offline TA/TO_71,Resort Hotel,2015,July,ESP,Offline TA/TO,TA/TO,A,Transient,96,90d+,58.95,Core,South Europe,77.06698950197564,1,0,0.165,0.0,1.0,0.9882574655678722,412.65000000000003,407.8044431665825,68.08725000000001,67.28773312248612,-0.011742534432127805,-4.845556833417561,-0.799516877513895,0.0,0.01
R_PRT_Offline TA/TO_72,Resort Hotel,2016,October,PRT,Offline TA/TO,TA/TO,D,Transient,157,90d+,52.0,Core,South Europe,53.56383399798872,0,0,0.165,0.0,1.0,1.0477356458531855,208.0,217.92901433746258,34.32,35.95828736568133,0.04773564585318546,9.929014337462576,1.6382873656813288,1.0,0.01
C_PRT_Corporate_73,City Hotel,2015,December,PRT,Corporate,Corporate,A,Transient,2,0-7d,65.0,Growth,South Europe,88.48012520837635,1,1,0.155,0.025,1.0,1.0684277288320898,130.0,138.89560474817168,20.15,18.05642861726232,0.06842772883208981,8.895604748171678,-2.0935713827376787,0.0,0.01
C_FRA_Direct_74,City Hotel,2017,March,FRA,Direct,Direct,A,Transient,15,8-30d,108.0,Core,South Europe,85.99698015249396,1,1,0.165,0.025,1.0,1.1061527974476486,216.0,238.9290042486921,35.64,33.4500605948169,0.1061527974476486,22.92900424869211,-2.189939405183104,0.0,0.01
C_JPN_Online TA_75,City Hotel,2016,December,JPN,Online TA,TA/TO,A,Transient,223,90d+,90.9,Core,Other,89.83339747847438,1,1,0.165,0.025,1.0,1.1448988924035899,181.8,208.14261863897266,29.997000000000003,29.139966609456177,0.14489889240358989,26.342618638972652,-0.8570333905438261,0.0,0.01
C_PRT_Online TA_76,City Hotel,2017,February,PRT,Online TA,TA/TO,A,Transient,2,0-7d,88.0,Core,South Europe,82.00923147564426,1,1,0.165,0.025,1.0,0.9817035123636522,88.0,86.38990908800139,14.520000000000001,12.094587272320195,-0.018296487636347836,-1.6100909119986113,-2.425412727679806,0.0,0.01
C_PRT_Offline TA/TO_77,City Hotel,2015,December,PRT,Offline TA/TO,TA/TO,A,Transient,34,31-90d,90.0,Core,South Europe,58.609777837537,0,0,0.165,0.0,1.0,1.1274916432860103,180.0,202.94849579148183,29.700000000000003,33.48650180559451,0.12749164328601026,22.948495791481832,3.7865018055945043,1.0,0.01
R_ESP_Online TA_78,Resort Hotel,2016,October,ESP,Online TA,TA/TO,A,Transient,31,31-90d,60.0,Core,South Europe,64.37913275777136,0,0,0.165,0.0,1.0,0.9019153468130438,240.0,216.4596832351305,39.6,35.71584773379654,-0.09808465318695625,-23.540316764869488,-3.884152266203465,1.0,0.01
R_PRT_Online TA_79,Resort Hotel,2016,June,PRT,Online TA,TA/TO,A,Transient,248,90d+,72.0,Core,South Europe,57.834574221958334,0,0,0.165,0.0,1.0,1.1109300616075797,288.0,319.94785774298293,47.52,52.791396527592184,0.11093006160757968,31.947857742982933,5.271396527592181,1.0,0.01
R_ZAF_Online TA_80,Resort Hotel,2016,October,ZAF,Online TA,TA/TO,A,Transient,23,8-30d,60.0,Core,Other,63.19742666290188,0,0,0.165,0.0,1.0,0.9979885483921153,180.0,179.63793871058076,29.700000000000003,29.640259887245826,-0.00201145160788474,-0.36206128941924476,-0.05974011275417723,1.0,0.01
R_ROU_Online TA_81,Resort Hotel,2015,August,ROU,Online TA,TA/TO,A,Transient,0,0-7d,154.8,Core,Other,80.36651841253344,1,0,0.165,0.0,1.0,0.9860293723848684,154.8,152.63734684517763,25.542,25.18516222945431,-0.01397062761513157,-2.1626531548223795,-0.35683777054569177,0.0,0.01
C_DEU_Offline TA/TO_82,City Hotel,2016,March,DEU,Offline TA/TO,TA/TO,A,Transient,55,31-90d,63.0,Core,West/North Europe,82.4586230740445,1,1,0.165,0.025,1.0,1.019518840783119,126.0,128.459373938673,20.790000000000003,17.98431235141422,0.01951884078311905,2.4593739386729965,-2.8056876485857813,0.0,0.025
C_PRT_Direct_83,City Hotel,2016,September,PRT,Direct,Direct,E,Transient,24,8-30d,170.63,Premium,South Europe,82.3278347420117,0,0,0.175,0.0,1.0,0.952001830921071,170.63,162.44007241006236,29.860249999999997,28.42701267176091,-0.047998169078928954,-8.18992758993764,-1.4332373282390876,0.0,0.01
